tailid;parentid;orgstructid;name_nb;name_nn;name_en;orgid;kommunenummer
22589;25906;73;"Kjøllefjord folkebibliotek";"Kjøllefjord folkebibliotek";"Kjøllefjord Public Library";;
39482;26054;37;"NAV Sel";"NAV Sel";"NAV Sel";;
40502;26438;37;"Justervesenet, distriktskontor øst";"Justervesenet, distriktskontor aust";"Norwegian Metrology Service, Oslo";;
43542;32229;39;"BUP Vesterålen";"BUP Vesterålen";"Mental health clinic for children and adolescents, Vesterålen";;
43543;32229;39;"Barne- og ungdomspsykiatrisk poliklinikk Ytre Salten (BUP-YS)";"Barne- og ungdomspsykiatrisk poliklinikk Ytre Salten (BUP-YS)";"Barne- og ungdomspsykiatrisk poliklinikk Ytre Salten (BUP-YS)";;
43544;32230;39;"BUP Brønnøysund";"BUP Brønnøysund";"Mental health clinic for children and adolescents, Brønnøy";;
43545;32230;39;"BUP Sandnessjøen";"BUP Sandnessjøen";"Mental health clinic for children and adolescents, Sandnessjøen";;
43562;32226;39;"BUP Hammerfest";"BUP Hammerfest";"Mental health for children and adolescents, Hammerfest";;
43563;32226;39;"BUP Øst-Finnmark, Kirkenes";"BUP Øst-Finnmark, Kirkenes";"Mental health clinic for children and adolescents, Kirkenes";;
43568;32252;39;"BUP Porsgrunn";"BUP Porsgrunn";"BUP Porsgrunn";;
43565;42282;39;"BUP Tromsø";"BUP Tromsø";"Mental health clinic for children and adolescents, Tromsø";;
43567;32252;39;"BUP Notodden";"BUP Notodden";"Mental health clinic for children and adolescents, Notodden";;
43569;32252;39;"BUP Skien";"BUP Skien";"Mental health clinic for children and adolescents, Skien";;
43570;32252;39;"BUP Vestmar - Kragerø";"BUP Vestmar - Kragerø";"Mental health clinic for children and adolescents, Kragerø";;
44682;25703;81;"Veiledningssenteret for pårørende";"Veiledningssenteret for pårørende";"Veiledningssenteret for pårørende";;
43822;;90;"Stiftelsen Miljøfyrtårn";"Stiftelsen Miljøfyrtårn";"Stiftelsen Miljøfyrtårn";986327401;
22572;25512;73;"Skånland folkebibliotek";"Skånland folkebibliotek";"Skånland  Public Library";;
40782;25302;39;"Politiet i Namsos og Fosnes";"Politiet i Namsos og Fosnes";"Politiet i Namsos og Fosnes";;
40942;32881;141;Lagmannsrettene;Lagmannsrettene;Lagmannsrettene;;
40948;32881;141;Tingrettene;Tingrettene;Tingrettene;;
41273;26142;37;"NAV Grorud ";"NAV Grorud ";"NAV Grorud";;
44322;26549;34;"Nav kontaktsenter pensjon";"Nav kontaktsenter pensjon";"NAV pension information call centre ";;
22720;25604;73;"Røros folkebibliotek";"Røros folkebibliotek";"Røros Public Library";;
22602;25288;73;"Tysfjord folkebibliotek - Divtasvuona bibliotehkka ";"Tysfjord folkebibliotek - Divtasvuona bibliotehkka ";"Tysfjord  Public Library";;
40102;24993;37;"Tollregion Midt-Norge - Bjørnfjell tollsted";"Tollregion Midt-Norge - Bjørnfjell tollsted";"Customs Region Central Norway - Bjørnfjell local office";;
40103;24993;37;"Tollregion Midt-Norge - Bodø tollsted";"Tollregion Midt-Norge - Bodø tollsted";"Customs Region Central Norway - Bodø local office";;
40104;24993;37;"Tollregion Midt-Norge - Junkerdalen tollsted";"Tollregion Midt-Norge - Junkerdalen tollsted";"Customs Region Central Norway - Junkerdalen local office";;
40105;24993;37;"Tollregion Midt-Norge - Mo tollsted";"Tollregion Midt-Norge - Mo tollsted";"Customs Region Central Norway - Mo local office";;
40106;24993;37;"Tollregion Midt-Norge - Narvik tollsted";"Tollregion Midt-Norge - Narvik tollsted";"Customs Region Central Norway - Narvik local office";;
40108;24993;37;"Tollregion Midt-Norge - Vauldalen tollsted";"Tollregion Midt-Norge - Vauldalen tollsted";"Customs Region Central Norway - Vauldalen local office";;
40109;24995;37;"Tollregion Nord-Norge - Hammerfest tollsted";"Tollregion Nord-Norge - Hammerfest tollsted";"Customs Region Northern Norway - Hammerfest local office";;
40110;24995;37;"Tollregion Nord-Norge - Harstad tollsted";"Tollregion Nord-Norge - Harstad tollsted";"Customs Region Northern Norway - Harstad local office";;
40111;24995;37;"Tollregion Nord-Norge - Helligskogen tollsted";"Tollregion Nord-Norge - Helligskogen tollsted";"Customs Region Northern Norway - Helligskogen local office";;
40112;24995;37;"Tollregion Nord-Norge - Kirkenes tollsted";"Tollregion Nord-Norge - Kirkenes tollsted";"Customs Region Northern Norway - Kirkenes local office";;
24894;22317;37;"Mandal trafikkstasjon";"Mandal trafikkstasjon";"Mandal Traffic Services Office";;
34202;;121;Matportalen.no;Matportalen.no;Matportalen.no;;
24898;22317;37;"Flekkefjord trafikkstasjon";"Flekkefjord trafikkstasjon";"Flekkefjord Traffic Services Office";;
24899;33728;37;"Lillehammer trafikkstasjon";"Lillehammer trafikkstasjon";"Lillehammer Traffic Services Office";;
24902;33728;37;"Fagernes trafikkstasjon";"Fagernes trafikkstasjon";"Fagernes Traffic Services Office";;
34203;;58;Domeneklagenemnda;Domeneklagenemnda;"Domain dispute resolution body";;
34201;;121;ung.no;ung.no;ung.no;;
24905;22317;37;"Gol trafikkstasjon";"Gol trafikkstasjon";"Gol Traffic Services Office";;
24909;22317;37;"Kongsberg trafikkstasjon";"Kongsberg trafikkstasjon";"Kongsberg Traffic Services Office";;
31021;42202;281;"Stavanger forliksråd";"Stavanger forliksråd";"Stavanger Conciliation Board";;
24783;26064;37;"NAV Bømlo ";"NAV Bømlo ";"NAV Bømlo ";;
44122;34847;36;"Ungdomsfamiliene i Akershus - fosterfamilier";"Ungdomsfamiliane i Akershus - fosterfamiliar";"Youth Families - foster care - in Akershus";;
21793;26037;39;"Rendalen lensmannskontor";"Rendalen lensmannskontor";"Rendalen Police Station (lensmann) ";;
21794;26037;39;"Stor-Elvdal lensmannskontor";"Stor-Elvdal lensmannskontor";"Stor-Elvdal Police Station ";;
21795;26037;39;"Tolga og Os lensmannskontor";"Tolga og Os lensmannskontor";"Tolga og Os Police Station ";;
21796;26037;39;"Trysil lensmannskontor";"Trysil lensmannskontor";"Trysil Police Station (lensmann) ";;
21800;26029;39;"Midt-Gudbrandsdal lensmannskontor";"Midt-Gudbrandsdal lensmannskontor";"Midt-Gudbrandsdal Police Station ";;
21801;26029;39;"Gausdal lensmannskontor";"Gausdal lensmannskontor";"Gausdal Police Station";;
21802;26029;39;"Lesja/Dovre lensmannskontor";"Lesja/Dovre lensmannskontor";"Lesja/Dovre Police Station ";;
21803;26029;39;"Lom lensmannskontor";"Lom lensmannskontor";"Lom Police Station ";;
21805;26029;39;"Sel lensmannskontor";"Sel lensmannskontor";"Sel Police Station";;
21807;26029;39;"Vågå lensmannskontor";"Vågå lensmannskontor";"Vågå Police Station ";;
21809;25622;39;"Nannestad og Gjerdrum lensmannskontor";"Nannestad og Gjerdrum lensmannskontor";"Nannestad & Gjerdrum Police Station (lensmann) ";;
21810;25622;39;"Sørum lensmannskontor";"Sørum lensmannskontor";"Sørum Police Station";;
21811;25622;39;"Ullensaker lensmannskontor";"Ullensaker lensmannskontor";"Ullensaker Police Station (lensmann) ";;
21812;26037;39;"Kongsvinger politistasjon";"Kongsvinger politistasjon";"Kongsvinger Police Station ";;
21813;26037;39;"Eidskog lensmannskontor";"Eidskog lensmannskontor";"Eidskog Police Station ";;
21814;26037;39;"Grue lensmannskontor";"Grue lensmannskontor";"Grue Police Station (lensmann) ";;
21522;26260;39;"Rødøy lensmannskontor";"Rødøy lensmannskontor";"Rødøy Police Station (lensmann) ";;
21511;26016;39;"Brønnøy og Vevelstad lensmannskontor";"Brønnøy og Vevelstad lensmannskontor";"Brønnøy Police Station (lensmann) ";;
38104;26582;58;"Nynorsksenteret - Nasjonalt senter for nynorsk i opplæringa";"Nynorsksenteret - Nasjonalt senter for nynorsk i opplæringa";"National Centre for the Teaching of New Norwegian";;
30694;42202;281;"Fedje forliksråd";"Fedje forliksråd";"Fedje Conciliation Board";;
35882;;89;"Helseforetakenes Innkjøpsservice AS";"Helseforetakenes Innkjøpsservice AS";"The Procurement Service for Health Enterprises Ltd";;
42882;26290;73;"Aurskog-Høland bibliotek";"Aurskog-Høland bibliotek";"Aurskog-Høland Public Library";;
29211;26582;39;"Statped Nord";"Statped Nord";"Nordnorsk Resource Centre";;
38742;;81;"Informasjonskontoret for folkehøgskolen";"Informasjonskontoret for folkehøgskolen";"Informasjonskontoret for folkehøgskolen";971527110;
29213;25972;58;"Lesesenteret - Nasjonalt senter for leseopplæring og leseforskning ";"Lesesenteret - Nasjonalt senter for leseopplæring og leseforsking ";"The Reading Centre - University of Stavanger ";;
29214;26582;39;"Skådalen kompetansesenter";"Skådalen kompetansesenter";"Skådalen Resource Centre";871526052;
39142;26097;37;"NAV Gamvik ";"NAV Gamvik ";"NAV Gamvik";;
29220;26582;39;"Tambartun kompetansesenter";"Tambartun kompetansesenter";"Tambartun Resource Centre";971575484;
29221;26582;39;"Torshov kompetansesenter";"Torshov kompetansesenter";"Torshov Resource Centre";971525770;
29222;26582;39;"Møller -Trøndelag kompetansesenter";"Møller -Trøndelag kompetansesenter";"Møller -Trøndelag Special Needs Resource Centre";971575573;
29223;26582;39;"Statped Vest";"Statped Vest";"Vestlandet Resource Centre";974789477;
29225;26582;39;"Øverby kompetansesenter";"Øverby kompetansesenter";"Øverby Resource Centre";971082119;
30873;42202;281;"Lillesand forliksråd";"Lillesand forliksråd";"Lillesand Conciliation Board";;
30874;42202;281;"Lindesnes forliksråd";"Lindesnes forliksråd";"Lindesnes Conciliation Board";;
30875;42202;281;"Lindås forliksråd";"Lindås forliksråd";"Lindås Conciliation Board";;
30876;42202;281;"Lom forliksråd";"Lom forliksråd";"Lom Conciliation Board";;
30877;42202;281;"Loppa forliksråd";"Loppa forliksråd";"Loppa Conciliation Board";;
30878;42202;281;"Lund forliksråd";"Lund forliksråd";"Lund Conciliation Board";;
30879;42202;281;"Lunner forliksråd";"Lunner forliksråd";"Lunner Conciliation Board";;
30880;42202;281;"Lurøy forliksråd";"Lurøy forliksråd";"Lurøy Conciliation Board";;
30881;42202;281;"Luster forliksråd";"Luster forliksråd";"Luster Conciliation Board";;
30882;42202;281;"Lyngdal forliksråd";"Lyngdal forliksråd";"Lyngdal Conciliation Board";;
30883;42202;281;"Lyngen forliksråd";"Lyngen forliksråd";"Lyngen Conciliation Board";;
30884;42202;281;"Lærdal forliksråd";"Lærdal forliksråd";"Lærdal Conciliation Board";;
30885;42202;281;"Lødingen forliksråd";"Lødingen forliksråd";"Lødingen Conciliation Board";;
30886;42202;281;"Lørenskog forliksråd";"Lørenskog forliksråd";"Lørenskog Conciliation Board";;
30887;42202;281;"Løten forliksråd";"Løten forliksråd";"Løten Conciliation Board";;
30888;42202;281;"Malvik forliksråd";"Malvik forliksråd";"Malvik Conciliation Board";;
30889;42202;281;"Mandal forliksråd";"Mandal forliksråd";"Mandal Conciliation Board";;
30890;42202;281;"Marker forliksråd";"Marker forliksråd";"Marker Conciliation Board";;
30891;42202;281;"Marnardal forliksråd";"Marnardal forliksråd";"Manardal Conciliation Board";;
30892;42202;281;"Masfjorden forliksråd";"Masfjorden forliksråd";"Masfjorden Conciliation Board";;
30893;42202;281;"Meland forliksråd";"Meland forliksråd";"Meland Conciliation Board";;
30894;42202;281;"Meldal forliksråd";"Meldal forliksråd";"Meldal Conciliation Board";;
30895;42202;281;"Melhus forliksråd";"Melhus forliksråd";"Melhus Conciliation Board";;
30902;42202;281;"Meløy forliksråd";"Meløy forliksråd";"Meløy Conciliation Board";;
24392;40186;37;"Skatt øst Hamar";"Skatt øst Hamar";"Hamar Tax Office";;
24393;26056;37;"NAV Sandnes";"NAV Sandnes";"NAV Sandnes ";;
24394;26065;37;"NAV Sandøy";"NAV Sandøy";"NAV Sandøy";;
28274;26551;36;"Vest-Finnmark sivilforsvarsdistrikt";"Vest-Finnmark sivilforsvarsdistrikt";"Vest-Finnmark Civil Defence District";;
28275;26551;36;"Midtre-Hålogaland sivilforsvarsdistrikt ";"Midtre-Hålogaland sivilforsvarsdistrikt ";"Midtre-Hålogaland Civil Defence District";;
28276;26551;36;"Troms sivilforsvarsdistrikt";"Troms sivilforsvarsdistrikt";"Troms Civil Defence District";;
28277;26551;36;"Nordland sivilforsvarsdistrikt";"Nordland sivilforsvarsdistrikt";"Nordland Civil Defence District";;
37882;25000;37;"Mattilsynet - Distriktskontoret for Sunnfjord og Ytre Sogn";"Mattilsynet - Distriktskontoret for Sunnfjord og Ytre Sogn";"Norwegian Food Safety Authority - District Office for Sunnfjord og Ytre Sogn";;
28282;26551;36;"Nord-Trøndelag sivilforsvarsdistrikt";"Nord-Trøndelag sivilforsvarsdistrikt";"Nord-Trøndelag Civil Defence District";;
38004;;82;"Vest-Finnmark krisesenter i Alta";"Vest-Finnmark krisesenter i Alta";"Vest-Finnmark krisesenter i Alta";;
28284;26551;36;"Sør-Trøndelag sivilforsvarsdistrikt";"Sør-Trøndelag sivilforsvarsdistrikt";"Sør-Trøndelag Civil Defence District";;
38006;;82;"Sunnhordland Krisesenter";"Sunnhordland Krisesenter";"Sunnhordland Krisesenter";;
28286;26551;36;"Møre og Romsdal sivilforsvarsdistrikt";"Møre og Romsdal sivilforsvarsdistrikt";"Møre og Romsdal Civil Defence District";;
28289;26551;36;"Sogn og Fjordane sivilforsvarsdistrikt";"Sogn og Fjordane sivilforsvarsdistrikt";"Sogn og Fjordane Civil Defence District";;
22038;25024;81;"Sjømannskirken - Norsk kirke i utlandet";"Sjømannskirken - Norsk kirke i utlandet";"Norwegian Church Abroad";938555222;
22040;34561;39;"Oslofjord heimevernsdistrikt 01";"Oslofjord heimevernsdistrikt 01";"Norwegian Home Guard - Oslofjord";;
22041;34561;39;"Oslo og Akershus heimevernsdistrikt 02";"Oslo og Akershus heimevernsdistrikt 02";"Norwegian Home Guard - Oslo og Akershus";;
21604;26200;39;"Eid lensmannskontor";"Eid lensmannskontor";"Eid Police Station (lensmann) ";;
22043;;55;"SINTEF Trondheim";"SINTEF Trondheim";"SINTEF - The Foundation of Scientific and Industrial Research";;
22047;;81;"Norske Boligbyggelag";"Norske Boligbyggelag";"Norwegian Federation of Co-operative Housing Associations ";;
22050;34561;39;"Opplandske heimevernsdistrikt 05";"Opplandske heimevernsdistrikt 05";"Norwegian Home Guard - Opplandske";;
22053;34561;39;"Agder og Rogaland heimevernsdistrikt 08";"Agder og Rogaland heimevernsdistrikt 08";"Norwegian Home Guard - Agder and Rogaland";;
22054;34561;39;"Bergenhus heimevernsdistrikt 09";"Bergenhus heimevernsdistrikt 09";"Norwegian Home Guard - Bergenhus";;
22056;34561;39;"Møre og Fjordane heimevernsdistrikt 11";"Møre og Fjordane heimevernsdistrikt 11";"Norwegian Home Guard - Møre og Fjordane";;
22057;34561;39;"Trøndelag heimevernsdistrikt 12";"Trøndelag heimevernsdistrikt 12";"Norwegian Home Guard -Trøndelag";;
22059;34561;39;"Sør-Hålogaland heimevernsdistrikt 14";"Sør-Hålogaland heimevernsdistrikt 14";"Norwegian Home Guard - Sør-Hålogaland";;
22062;34561;39;"Finnmark heimevernsdistrikt 17";"Finnmark heimevernsdistrikt 17";"Norwegian Home Guard - Finnmark";;
39362;26888;33;"Direktoratet for nødkommunikasjon";"Direktoratet for nødkommunikasjon";"Directorate for Emergency Communication";990382840;
20997;25853;73;"Servicetorget i Lillehammer kommune";"Servicetorget i Lillehammer kommune";"Lillehammer Municipal Service Centre";;
20998;25856;73;"Servicekontoret i Lindesnes kommune";"Servicekontoret i Lindesnes kommune";"Lindesnes Municipal Service Centre";;
39383;25912;73;"Servicetorget i Klepp kommune - Kleppetunet";"Servicetorget i Klepp kommune - Kleppetunet";"Klepp Municipal Service Centre ";;
39403;25358;73;"Servicetorget i Sykkylven kommune";"Servicetorget i Sykkylven kommune";"Sykkylven Municipal Service Centre";;
39404;25364;73;"Servicetorget i Sør-Fron kommune";"Servicetorget i Sør-Fron kommune";"Sør-Fron Municipal Service Centre";;
42571;44422;39;"Vegsund DPS ";"Vegsund DPS ";"Vegsund District Psychiatric Centre";;
40113;24995;37;"Tollregion Nord-Norge - Neiden ekspedisjons- og kontrollenhet";"Tollregion Nord-Norge - Neiden ekspedisjons- og kontrollenhet";"Customs Region Northern Norway - Neiden service and inspection unit";;
40122;24995;37;"Tollregion Nord-Norge - Polmak tollsted";"Tollregion Nord-Norge - Polmak tollsted";"Customs Region Northern Norway - Polmak local office";;
40123;24995;37;"Tollregion Nord-Norge - Storskog tollsted";"Tollregion Nord-Norge - Storskog tollsted";"Customs Region Northern Norway - Storskog local office";;
40124;24995;37;"Tollregion Nord-Norge - Vadsø kontrollenhet";"Tollregion Nord-Norge - Vadsø kontrollenhet";"Customs Region Northern Norway - Vadsø inspection unit";;
40125;24989;37;"Tollregion Sør-Norge - Drammen tollsted";"Tollregion Sør-Norge - Drammen tollsted";"Customs Region Southern Norway - Drammen local office";;
40126;24989;37;"Tollregion Sør-Norge - Sandefjord tollsted";"Tollregion Sør-Norge - Sandefjord tollsted";"Customs Region Southern Norway - Sandefjord local office";;
40127;24989;37;"Tollregion Sør-Norge - Grenland tollsted";"Tollregion Sør-Norge - Grenland tollsted";"Customs Region Southern Norway - Grenland local office";;
40128;24992;37;"Tollregion Vest-Norge - Bergen lufthavn Flesland tollkontor";"Tollregion Vest-Norge - Bergen lufthavn Flesland tollkontor";"Customs Region Western Norway - Bergen airport Flesland local office";;
40129;24992;37;"Tollregion Vest-Norge - Haugesund tollsted";"Tollregion Vest-Norge - Haugesund tollsted";"Customs Region Western Norway  - Haugesund local office";;
40482;25646;39;"Reindriftsforvaltningen Øst-Finnmark - Boazodoallohálddahus Nuorta-Finnmárkkus";"Reindriftsforvaltningen Øst-Finnmark - Boazodoallohálddahus Nuorta-Finnmárkkus";"Norwegian Reindeer Husbandry Administration - Øst-Finnmark region";;
40483;25646;39;"Reindriftsforvaltningen Vest-Finnmark - Boazodoallohálddahus Oarje-Finnmárkkus ";"Reindriftsforvaltningen Vest-Finnmark - Boazodoallohálddahus Oarje-Finnmárkkus ";"Norwegian Reindeer Husbandry Administration - Vest-Finnmark region";;
40484;25646;39;"Reindriftsforvaltningen Troms - Boazodoallohálddahus Tromssas ";"Reindriftsforvaltningen Troms - Boazodoallohálddahus Tromssas ";"Norwegian Reindeer Husbandry Administration - Troms region";;
40485;25646;39;"Reindriftsforvaltningen Nordland - Boazodoallohálddahus Nordlánddas ";"Reindriftsforvaltningen Nordland - Boazodoallohálddahus Nordlánddas ";"Norwegian Reindeer Husbandry Administration - Troms region";;
40486;25646;39;"Reindriftsforvaltningen Nord-Trøndelag - Boazodoallohálddahus Davvi-Trøndelágas ";"Reindriftsforvaltningen Nord-Trøndelag - Boazodoallohálddahus Davvi-Trøndelágas ";"Norwegian Reindeer Husbandry Administration - Nord Trøndelag region";;
40487;25646;39;"Reindriftsforvaltningen Sør-Trøndelag og Hedmark - Boazodoallohálddahus Lulli-Trøndelágas ja Hedmárkkus ";"Reindriftsforvaltningen Sør-Trøndelag og Hedmark - Boazodoallohálddahus Lulli-Trøndelágas ja Hedmárkkus ";"Norwegian Reindeer Husbandry Administration - Sør-Trøndelag end Hedmark region";;
44202;25803;73;"Servicetorget i Nes kommune (Buskerud)";"Servicetorget i Nes kommune (Buskerud)";"Nes Municipal Service Centre (Buskerud)";;
44482;32249;39;"Aust-Agder DPS - poliklinikk Vest, Grimstad";"Aust-Agder DPS - poliklinikk Vest, Grimstad";"Aust-Agder District Psychiatric Centre ";;
22684;25242;73;"Vikna folkebibliotek";"Vikna folkebibliotek";"Vikna  Public Library";;
22782;25674;73;"Radøy bibliotek";" ";"Radøy Public Library";;
40373;40184;37;"Skatt vest Årdal";"Skatt vest Årdal";"Årdal Tax Office";;
40377;40184;37;"Skatt vest Odda";"Skatt vest EOdda";"Odda Tax Office";;
42286;42282;39;"Longyearbyen sykehus";"Longyearbyen sykehus";"Longyearbyen sykehus";;
24063;40186;37;"Skatt øst Oslo ";"Skatt øst Oslo ";"Oslo Tax Office";;
42285;32221;39;"Oslo universitetssykehus HF";"Oslo universitetssykehus HF";"Oslo University Hospital Health Authority";993467049;
30695;42202;281;"Fet forliksråd";"Fet forliksråd";"Fet Conciliation Board";;
30696;42202;281;"Finnøy forliksråd";"Finnøy forliksråd";"Finnøy Conciliation Board";;
30697;42202;281;"Fitjar forliksråd";"Fitjar forliksråd";"Fitjar Conciliation Board";;
30698;42202;281;"Fjaler forliksråd";"Fjaler forliksråd";"Fjaler Conciliation Board";;
21677;25531;39;"Tokke lensmannskontor";"Tokke lensmannskontor";"Tokke Police Station ";;
21699;25896;39;"Vennesla og Iveland lensmannskontor";"Vennesla og Iveland lensmannskontor";"Vennesla & Iveland Police Station (lensmann) ";;
21654;25652;39;"Sola lensmannskontor";"Sola lensmannskontor";"Sola Police Station (lensmann) ";;
35263;26551;36;"Oppland Sivilforsvarsdistrikt";"Oppland Sivilforsvarsdistrikt";"Oppland Civil Defence District";;
29088;26144;36;"NAV EURES Buskerud";"NAV EURES Buskerud";"European Employment Services (EURES) in Buskerud";;
29090;26058;37;"NAV Introduksjonsprogram for arbeidssøkere med innvandrerbakgrunn";"NAV Introduksjonsprogram for arbeidssøkere med innvandrerbakgrunn";"NAV Employment Services for foreign workers, Trondheim";;
29091;26063;36;"NAV EURES Hedmark";"NAV EURES Hedmark";"European Employment Services (EURES) in Hedmark";;
35266;26551;39;"Nasjonalt utdanningsenter for samfunnssikkerhet og beredskap";"Nasjonalt utdanningsenter for samfunnssikkerhet og beredskap";"Nasjonalt utdanningsenter for samfunnssikkerhet og beredskap";;
29101;26417;36;"NVE Region Nord";"NVE Region Nord";"NVE Northern Region";;
29102;26417;36;"NVE Region Midt-Norge";"NVE Region Midt-Norge";"NVE Central Region";970923578;
29103;26417;36;"NVE Region Vest";"NVE Region Vest";"NVE Western Region";;
29104;26417;36;"NVE Region Øst";"NVE Region Øst";"NVE Eastern Region";;
29105;26417;36;"NVE Region Sør";"NVE Region Sør";"NVE Southern Region";;
29108;26054;37;"NAV Valdres Sør-Aurdal";"NAV Valdres Sør-Aurdal";"NAV Valdres Sør-Aurdal";;
29110;26058;37;"NAV Heimdal ";"NAV Heimdal ";"NAV Heimdal ";;
35267;26551;39;"Norges brannskole";"Norges brannskole";"Norges brannskole";;
35388;;141;"Reklamasjonsnemnda for eiendomsmeklingstjenester";"Reklamasjonsnemnda for eiendomsmeklingstjenester";"Norwegian Association of Real Estate Agents";987665521;
30699;42202;281;"Fjell forliksråd";"Fjell forliksråd";"Fjell Conciliation Board";;
30700;42202;281;"Flakstad forliksråd";"Flakstad forliksråd";"Flakstad Conciliation Board";;
30701;42202;281;"Flatanger forliksråd";"Flatanger forliksråd";"Flatanger Conciliation Board";;
30702;42202;281;"Flekkefjord forliksråd";"Flekkefjord forliksråd";"Flekkefjord Conciliation Board";;
30703;42202;281;"Flesberg forliksråd";"Flesberg forliksråd";"Flesberg Conciliation Board";;
30704;42202;281;"Flora forliksråd";"Flora forliksråd";"Flora Conciliation Board";;
30705;42202;281;"Flå forliksråd";"Flå forliksråd";"Flå Conciliation Board";;
30706;42202;281;"Folldal forliksråd";"Folldal forliksråd";"Folldal Conciliation Board";;
30707;42202;281;"Forsand forliksråd";"Forsand forliksråd";"Forsand Conciliation Board";;
30722;42202;281;"Fosnes forliksråd";"Fosnes forliksråd";"Fosnes Conciliation Board";;
30723;42202;281;"Fredrikstad forliksråd";"Fredrikstad forliksråd";"Fredrikstad Conciliation Board";;
30725;42202;281;"Frogn forliksråd";"Frogn forliksråd";"Frogn Conciliation Board";;
30726;42202;281;"Froland forliksråd";"Froland forliksråd";"Froland Conciliation Board";;
30727;42202;281;"Frosta forliksråd";"Frosta forliksråd";"Frosta Conciliation Board";;
30728;42202;281;"Fræna forliksråd";"Fræna forliksråd";"Fræna Conciliation Board";;
30729;42202;281;"Frøya forliksråd";"Frøya forliksråd";"Frøya Conciliation Board";;
30730;42202;281;"Fusa forliksråd";"Fusa forliksråd";"Fusa Conciliation Board";;
24397;40182;37;"Skatt nord Hammerfest";"Skatt nord Hammerfest";"Hammerfest Tax Office";;
40565;35021;36;"Direktoratet for økonomistyring - Kristiansand";"Direktoratet for økonomistyring - Kristiansand";"Norwegian Government Agency for Financial Management - Kristiansand Office";;
24399;26059;37;"NAV Sauherad";"NAV Sauherad";"NAV Sauherad";;
24402;40182;37;"Skatt nord Harstad";"Skatt nord Harstad";"Harstad Tax Office";;
24403;40185;37;"Skatt sør Grimstad ";"Skatt sør Grimstad ";"Grimstad Tax Office";;
24406;26065;37;"NAV Rauma";"NAV Rauma";"NAV Rauma";;
24407;26063;37;"NAV Rendalen";"NAV Rendalen";"NAV Rendalen";;
24410;26065;37;"NAV Rindal ";"NAV Rindal ";"NAV Rindal ";;
24414;26144;37;"NAV Ringerike ";"NAV Ringerike ";"NAV Ringerike ";;
24415;26063;37;"NAV Ringsaker";"NAV Ringsaker";"NAV Ringsaker";;
24297;40185;37;"Skatt sør Kristiansand";"Skatt sør Kristiansand";"Kristiansand Tax Office";;
24299;26054;37;"NAV Søndre Land ";"NAV Søndre Land ";"NAV Søndre Land ";;
24300;26142;37;"NAV Nordstrand";"NAV Nordstrand";"NAV Nordstrand ";;
24303;26063;37;"NAV Sør-Odal";"NAV Sør-Odal";"NAV Sør-Odal";;
24304;26097;37;"NAV Sør-Varanger ";"NAV Sør-Varanger ";"NAV Sør-Varanger";;
24305;26052;37;"NAV Sørfold";"NAV Sørfold";"NAV Sørfold";;
24306;26142;37;"NAV Stovner";"NAV Stovner";"NAV Stovner";;
24308;26056;37;"NAV Strand";"NAV Strand";"NAV Strand";;
24312;26142;37;"NAV St. Hanshaugen";"NAV St. Hanshaugen";"NAV St. Hanshaugen";;
23674;25294;73;"Jessheim bibliotek";"Jessheim bibliotek";"Jessheim Public Library";;
23675;25637;73;"Ringsaker folkebibliotek";"Ringsaker folkebibliotek";"Ringsaker Public Library";;
25308;;59;"Telemark fylkeskommune";"Telemark fylkeskommune";"Telemark County Administration";940192226;0800
28041;;81;"Friluftsrådenes Landsforbund";"Friluftsrådenes Landsforbund";"Friluftsrådenes Landsforbund";971262826;
36741;26416;58;Riksmeklingsmannen;Riksmeklingsmannen;"National Mediator";971524626;
37942;34847;39;"Familievernkontoret Lillehammer";"Familievernkontoret Lillehammer";"Lillehammer Family Counselling Services";;
28052;;84;"Opplysningsrådet for Veitrafikken";"Opplysningsrådet for Veitrafikken";"Opplysningsrådet for Veitrafikken";;
23575;20524;38;"Forsvarets forskningsinstitutt";"Forsvarets forskingsinstitutt";"Norwegian Defence Research Establishment";970963340;
22781;25707;73;"Osterøy bibliotek";"Osterøy bibliotek";"Osterøy Public Library";;
28061;26142;36;"NAV Hjelpemiddelsentral Oslo og Akershus";"NAV Hjelpemiddelsentral Oslo og Akershus";"NAV Oslo and Akershus Assistive Technology Centre";;
28062;26144;36;"NAV Hjelpemiddelsentral Buskerud";"NAV Hjelpemiddelsentral Buskerud";"NAV Buskerud Assistive Technology Centre ";;
28063;26097;36;"NAV Hjelpemiddelsentral Finnmark";"NAV Hjelpemiddelsentral Finnmark";"NAV Assistive Technology Centre for Finnmark";;
23581;26184;73;"Folldal bibliotek";"Folldal bibliotek";"Folldal Public Library";;
21533;25302;39;"Grong lensmannskontor";"Grong lensmannskontor";"Grong Police Station (lensmann) ";;
21536;25302;39;"Bjørnør lensmannskontor";"Bjørnør lensmannskontor";"Bjørnør Police Station (lensmann) ";;
21537;25277;39;"Frøya lensmannskontor";"Frøya lensmannskontor";"Frøya Police Station (lensmann) ";;
21538;25277;39;"Hemne og Snillfjord lensmannskontor";"Hemne og Snillfjord lensmannskontor";"Hemne & Snillfjord Police Station (lensmann) ";;
21539;25277;39;"Hitra lensmannskontor";"Hitra lensmannskontor";"Hitra Police Station (lensmann) ";;
